"district","subcounty","X.1","X","information","deliberation","district_baraza","month","year","date","region","hhid","baraza.A4","baraza.A4.1","baraza.A4.2","baraza.A5","baraza.A5.1","baraza.gender","baraza.A6","baraza.roof","baraza.wall","baraza.B1","baraza.B1.2.1","baraza.B1.2.2","baraza.B1.2.3","baraza.B1.2.4","baraza.B1.2.5","baraza.B1.2.6","baraza.B1.2.96","baraza.B1.5","baraza.B1.6.1","baraza.B1.6.2","baraza.B1.6.3","baraza.B1.6.4","baraza.B1.6.5","baraza.B1.6.6","baraza.B1.6.7","baraza.B1.6.96","baraza.B1.9","baraza.B1.10.1","baraza.B1.10.2","baraza.B1.10.3","baraza.B1.10.4","baraza.B1.10.5","baraza.B1.10.6","baraza.B1.10.96","baraza.B1.13","baraza.B1.14.1","baraza.B1.14.2","baraza.B1.14.3","baraza.B1.14.4","baraza.B1.14.5","baraza.B1.14.6","baraza.B1.14.96","baraza.B2","baraza.B3","baraza.B3.3","baraza.B3.4","baraza.B3.5","baraza.B3.20.1","baraza.B3.20.2","baraza.B3.20.3","baraza.B3.20.98","baraza.B3.20.96","baraza.B4","baraza.B4.1","baraza.B5","baraza.B5.1","baraza.B5.2","baraza.B5.3","baraza.C1","baraza.C1.2","baraza.C1.3","baraza.C1.4","baraza.C2.1","baraza.C2.3","baraza.C2.4","baraza.C2.5","baraza.D1","baraza.D1b","baraza.labour_count","baraza.labour.1..name_number","baraza.labour.1..D1.2","baraza.labour.1..D1.3","baraza.labour.2..name_number","baraza.labour.2..D1.2","baraza.labour.2..D1.3","baraza.labour.3..name_number","baraza.labour.3..D1.2","baraza.labour.3..D1.3","baraza.labour.4..name_number","baraza.labour.4..D1.2","baraza.labour.4..D1.3","baraza.labour.5..name_number","baraza.labour.5..D1.2","baraza.labour.5..D1.3","baraza.labour.6..name_number","baraza.labour.6..D1.2","baraza.labour.6..D1.3","baraza.labour.7..name_number","baraza.labour.7..D1.2","baraza.labour.7..D1.3","baraza.labour.8..name_number","baraza.labour.8..D1.2","baraza.labour.8..D1.3","baraza.labour.9..name_number","baraza.labour.9..D1.2","baraza.labour.9..D1.3","baraza.labour.10..name_number","baraza.labour.10..D1.2","baraza.labour.10..D1.3","baraza.labour.11..name_number","baraza.labour.11..D1.2","baraza.labour.11..D1.3","baraza.labour.12..name_number","baraza.labour.12..D1.2","baraza.labour.12..D1.3","baraza.labour.13..name_number","baraza.labour.13..D1.2","baraza.labour.13..D1.3","baraza.labour.14..name_number","baraza.labour.14..D1.2","baraza.labour.14..D1.3","baraza.labour.15..name_number","baraza.labour.15..D1.2","baraza.labour.15..D1.3","baraza.D2","baraza.D2.4","baraza.D3","baraza.D3.1","baraza.D3.3","baraza.D4","baraza.D4.1","baraza.D4.2","baraza.D4.3","baraza.D4.4","baraza.D4.5.1","baraza.D4.5.2","baraza.D4.5.3","baraza.D4.5.4","baraza.D4.5.5","baraza.D4.5.6","baraza.D4.5.7","baraza.D4.5.8","baraza.D4.5.98","baraza.D4.5.96","baraza.D4.6","baraza.D4.7","baraza.D4.8","baraza.D4.9.1","baraza.D4.9.2","baraza.D4.9.3","baraza.D4.9.4","baraza.D4.9.5","baraza.D4.9.6","baraza.D4.9.96","baraza.D4.10","baraza.D4.11","baraza.D4.12","baraza.D4.13","baraza.D4.14","baraza.D6","baraza.D7","baraza.D7.1","baraza.D8.1","baraza.D8.2.0","baraza.D8.2.1","baraza.D8.2.2","baraza.D8.2.3","baraza.D8.2.4","baraza.D8.2.5","baraza.D8.2.6","baraza.D8.2.7","baraza.D8.2.8","baraza.D8.2.96","baraza.D8.5","baraza.D8.6","baraza.E1","baraza.E1.1","baraza.E1.2","baraza.E1.4","baraza.E1.5","baraza.E1.6","baraza.E1.9","baraza.E1.10","baraza.E1.13","baraza.E1.18","baraza.E2","baraza.E2.1","baraza.E2.2","baraza.E2.4","baraza.E2.5","baraza.E2.6","baraza.E2.9","baraza.E2.10","baraza.E2.13","baraza.E2.18","baraza.F1","baraza.F1.1","baraza.F1.2","baraza.F1.3","baraza.F1.4","baraza.F1.5","baraza.part.F2","baraza.part.F2.1","baraza.part.F2.2","baraza.part.F2.3","baraza.part.F2.4","baraza.part.F2.5","baraza.begin_group_mzgcSBByd.G1","baraza.begin_group_mzgcSBByd.G1.1","baraza.begin_group_mzgcSBByd.G1.2","baraza.begin_group_mzgcSBByd.G1.3","baraza.begin_group_mzgcSBByd.G1.4","baraza.begin_group_mzgcSBByd.G1.5","baraza.priority","baraza.H1","baraza.H2","baraza.H3","baraza.H4","baraza.H5","baraza.H6","baraza.H7","baraza.H8","baraza.H9","baraza.H10","baraza.H11","baraza.H11b","baraza.H12","baraza.H13","baraza.H14","baraza.J1","baraza.J2","baraza.J3","baraza.J4","baraza.J5","baraza.J6.1","baraza.J6.2","baraza.J6.3","baraza.J6.4","baraza.J6.5","baraza.J6.6","baraza.J6.7","baraza.J6.8","baraza.J6.96","baraza.J8","baraza.visits"
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-21","Eastern",21130535,5,2,3,28,4,"Male",0.3,3,1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"False","False","False","True","False","False","False",2,2,2,1,"2","False","False","True","False","False",1,"1",1,"n/a","2","2",3,"0.6","5",4,7,1,"2","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,3,1,"2","1",2,"n/a",4.8,"2","1","False","False","True","False","False","False","False","False","False","False","240","10","2","True","False","False","False","False","False","False","2","1","n/a","2","98",1,1,"2","1","False","False","False","True","False","False","True","False","False","False","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,7,7,7,7,1,1,1,1,1,1,1,4,4,4,2,4,2,4,6,8,7,8,8,5,1,2,7,6,2,8,9,7,7,1,1,"1","2018-07-01","2","True","False","False","False","False","False","False","False","False","n/a",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-20","Eastern",21130548,7,2,4,36,1,"Male",0.1,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,1,"98","False","False","True","False","False",2,"n/a",1,"n/a","2","2",3,"0.6","6",4,7,1,"2","2",1,"4","4","1","15","10","2","10","10","3","30","20","4","48","45","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,3,1,"2","1",2,"n/a",5,"15","1","False","False","False","False","False","False","True","False","False","False","15","3","2","False","False","False","False","True","False","False","1","1","n/a","4","98",1,2,"n/a","1","False","False","False","True","False","False","True","False","False","False","2","1",1,"2","0.3","2","2","1","1","1","1","98",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,6,3,7,1,1,1,1,1,1,2,3,2,4,2,4,4,3,9,7,10,8,7,1,1,5,10,10,5,5,10,5,5,1,1,"1","2020-01-01","2","False","False","False","True","False","False","False","False","False","n/a",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-20","Eastern",21130550,13,3,10,62,2,"Female",0.2,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"False","False","False","False","False","False","False","True",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,1,"2","False","True","True","False","False",2,"n/a",1,"n/a","2","2",3,"1","120",2,7,98,"n/a","n/a",1,"2","2","1","21","20","2","7","5","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,10,1,"2","1",2,"n/a",7,"3","1","False","False","False","False","False","False","False","False","True","False","60","999","2","True","False","False","False","False","False","False","2","1","n/a","4","98",1,2,"n/a","1","False","False","False","False","False","False","True","False","False","False","2","1",1,"1","1.5","2","2","1","1","1","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,3,7,7,7,2,1,1,1,1,1,1,3,2,4,2,4,4,2,7,1,9,10,10,1,1,1,5,1,5,5,10,4,5,1,1,"1","2018-01-01","1","True","True","False","True","False","False","False","False","False","7",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-20","Eastern",21130532,10,7,6,30,3,"Female",0.2,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,2,2,1,"2","False","False","True","False","False",2,"n/a",1,"n/a","2","2",3,"1.5","999",1,7,1,"1","1",1,"2","2","1","15","12","2","21","21","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,3,1,"2","2",2,"n/a",6,"13","1","False","True","False","False","True","False","False","False","False","False","120","5","1","False","False","True","False","True","False","False","1","2","1","3","1",2,1,"3","1","False","False","False","False","False","False","True","False","False","False","1","1",1,"2","0.5","2","2","1","1","1","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,7,7,7,7,1,1,1,1,1,1,1,3,4,4,2,4,2,3,2,1,9,10,8,6,2,1,1,2,5,2,10,9,7,1,1,"2","n/a","n/a","False","False","False","False","False","False","False","False","True","n/a",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-20","Eastern",21130508,12,5,0,40,2,"Male",0,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"False","False","False","False","True","False","False","False",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,1,1,"1","False","False","False","True","False",2,"n/a",1,"n/a","2","2",3,"1.5","40",1,7,1,"2","1",1,"3","3","1","20","16","2","30","21","3","40","40","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,3,1,"2","1",2,"n/a",5,"10","1","False","True","True","False","False","False","True","False","False","False","240","20","1","True","False","False","False","True","False","True","2","2","1","2","98",2,2,"n/a","1","False","False","False","False","False","False","True","False","False","False","2","2",1,"4","1","2","1","2","1","1","2","1",1,"1","6","1","2","2","1","1","2","1",2,7,7,7,7,1,1,1,1,1,1,2,2,4,4,2,4,4,4,6,2,9,10,1,1,8,1,10,10,3,10,10,10,2,1,1,"1","2015-05-01","1","True","False","False","False","False","False","False","False","False","13",3
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-20","Eastern",21130510,6,1,1,68,3,"Male",0,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,1,1,"1","False","True","False","False","False",2,"n/a",1,"n/a","2","2",3,"0.15","120",1,6,1,"2","2",1,"1","1","1","40","30","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,3,1,"2","2",2,"n/a",5,"10","1","False","False","True","False","False","False","True","False","False","False","20","10","1","True","True","False","False","True","False","False","1","2","1","3","1",1,2,"n/a","1","False","False","False","False","False","False","True","False","False","False","2","1",1,"3","4.5","2","2","2","1","1","2","2",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,3,7,7,7,4,1,2,1,1,1,1,2,4,4,2,4,2,3,4,4,8,10,4,6,7,7,10,10,5,10,10,10,2,1,1,"1","2015-05-01","1","True","False","False","False","False","False","False","False","False","5",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-21","Eastern",21130517,2,0,1,45,1,"Male",2,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,1,"1","False","False","False","True","False",1,"98",1,"n/a","2","2",3,"0.1","3",2,7,1,"2","1",1,"2","2","1","30","30","2","45","40","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,10,1,"2","1",2,"n/a",10,"999","1","False","False","False","False","False","False","False","False","True","False","90","10","1","True","False","False","False","True","False","False","1","2","1","4","98",2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,7,7,6,7,2,1,1,1,1,1,1,4,2,4,2,4,4,1,2,3,10,10,10,5,5,5,5,9,5,5,10,5,9,1,1,"1","2018-03-01","2","True","False","False","False","False","False","False","False","False","n/a",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-21","Eastern",21130533,6,3,4,41,3,"Male",0.2,3,1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,1,"98","False","True","True","False","False",2,"n/a",1,"n/a","2","2",3,"0.3","90",3,7,1,"2","1",1,"1","1","1","14","11","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,3,1,"2","2",2,"n/a",9.6,"3","1","False","False","True","False","False","False","False","False","False","False","120","6","1","True","False","False","False","True","False","False","2","2","1","3","98",1,1,"2","1","False","False","False","True","False","False","True","False","False","False","2","1",1,"3","0.5","2","2","1","1","1","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,4,7,7,7,2,1,1,1,1,1,1,2,2,4,2,4,2,4,2,8,7,7,6,3,2,2,6,8,3,7,9,7,6,2,1,"2","n/a","n/a","False","False","False","False","False","False","False","False","True","n/a",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-22","Eastern",21130526,10,3,7,42,4,"Male",0.5,3,1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"False","False","False","True","False","False","False",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,1,2,2,"n/a","False","False","True","False","False",1,"2",1,"n/a","2","2",3,"0.4","60",1,7,1,"2","1",1,"1","1","1","30","30","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,1,"2","2",1,"n/a",2,"8","1","False","False","True","False","False","False","False","False","False","False","2","5","1","False","False","True","False","True","False","False","2","1","n/a","1","1",1,1,"2","1","False","False","True","False","False","False","False","False","False","False","2","2",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,7,7,7,2,1,1,1,1,1,1,4,4,4,2,4,4,1,9,1,3,3,4,4,3,4,8,8,10,2,9,9,9,2,1,"2","n/a","n/a","False","False","False","True","False","False","False","False","False","n/a",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-21","Eastern",21130525,9,0,5,51,2,"Male",0.02,3,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,1,"1","False","False","False","True","False",1,"1",1,"n/a","2","2",3,"1","30",2,7,1,"2","2",1,"1","1","1","60","30","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,3,1,"2","2",2,"n/a",3.2,"6","1","False","False","True","False","True","False","False","False","False","True","30","3","1","False","False","False","False","False","False","True","1","1","n/a","3","98",2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"2","3.2","2","2","1","1","1","1","98",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,7,7,7,7,7,1,1,1,1,1,1,2,4,4,2,4,2,4,6,2,4,7,7,9,4,5,6,6,7,8,8,7,8,1,1,"2","n/a","n/a","False","False","False","False","False","False","False","False","True","n/a",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-21","Eastern",21130543,20,5,15,48,2,"Male",0,2,2,1,"False","False","False","True","False","False","False",1,"False","False","False","False","True","False","False","False",1,"False","False","False","True","False","False","False",1,"False","False","False","True","False","False","False",1,1,1,1,"1","False","True","False","False","False",2,"n/a",4,"2.5","2","2",3,"0.5","10",1,7,1,"2","1",1,"1","1","1","30","30","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,3,1,"2","1",2,"n/a",3,"10","1","False","False","False","False","False","False","False","True","False","False","60","10","1","False","False","False","False","False","False","True","2","1","n/a","2","1",2,1,"3","1","False","False","False","True","False","False","False","False","False","False","2","2",1,"4","1","2","2","1","1","1","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,1,7,2,7,2,1,1,1,1,1,1,4,4,4,2,4,4,3,1,1,8,4,1,2,2,2,8,9,2,8,7,4,3,2,1,"2","n/a","n/a","False","True","True","False","False","False","False","False","False","n/a",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-21","Eastern",21130547,8,1,3,70,3,"Female",0,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,2,"n/a","False","False","False","True","False",2,"n/a",1,"n/a","2","2",3,"0.5","10",1,7,1,"2","1",1,"2","2","1","360","360","2","360","360","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,10,1,"2","2",2,"n/a",4,"5","1","False","False","False","False","False","False","False","True","False","False","60","5","1","False","True","False","False","False","False","False","2","1","n/a","1","98",2,2,"n/a","1","False","False","False","False","False","False","True","False","False","False","2","2",1,"2","1","2","2","1","1","1","1","2",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,7,7,3,7,2,1,1,1,1,1,1,4,4,4,2,4,4,4,1,1,4,3,4,4,3,4,7,8,7,4,7,9,8,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-20","Eastern",21130501,5,0,3,72,3,"Male",0,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,1,1,1,"2","False","True","False","False","False",1,"1",3,"0","2","2",3,"0.2","120",2,7,1,"2","1",1,"1","1","1","4","4","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,3,1,"2","1",2,"n/a",5,"2","1","False","False","False","False","True","False","False","True","False","False","300","5","1","False","True","False","False","True","False","False","2","1","n/a","2","1",2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"1","2","2","2","2","1","1","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,4,7,3,7,1,1,1,1,1,1,2,2,4,1,2,4,4,5,8,2,10,9,4,2,9,2,2,10,5,4,10,8,3,1,1,"1","2019-04-01","1","True","False","False","False","False","False","False","False","False","0.3",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-21","Eastern",21130511,4,0,2,999,2,"Female",0.1,2,2,1,"False","False","False","True","False","False","False",1,"False","False","False","False","True","False","False","False",1,"False","False","False","True","False","False","False",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,1,"2","True","True","False","False","False",2,"n/a",1,"n/a","2","2",3,"0.3","5",1,7,1,"2","1",1,"3","3","1","999","14","2","30","30","3","14","7","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,3,1,"2","1",5,"2",999,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,1,"98","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,5,7,7,7,7,1,2,2,1,1,2,4,1,4,2,4,2,4,2,1,10,7,5,6,2,3,2,6,5,8,8,10,6,2,1,"2","n/a","n/a","True","False","False","False","False","False","False","False","False","n/a",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-21","Eastern",21130539,8,5,3,35,2,"Male",0.3,3,1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,2,2,1,"2","False","False","True","False","False",2,"n/a",1,"n/a","2","2",3,"4","30",2,7,1,"2","1",1,"1","1","1","90","45","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,3,1,"2","2",2,"n/a",6,"4","1","False","False","True","False","False","False","False","False","False","False","180","5","1","True","False","False","False","False","False","False","1","2","1","3","98",1,1,"3","1","False","False","False","True","False","False","True","False","False","False","2","1",1,"4","0.5","2","2","1","1","98","n/a","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,4,7,7,7,4,1,1,1,1,1,1,2,4,4,2,4,2,2,6,5,7,9,8,6,1,2,7,6,6,8,9,8,8,2,1,"2","n/a","n/a","False","False","False","False","False","False","False","False","True","n/a",1
"KALIRO","NAWAIKOKE",73,78,0,0,0,NA,NA,"2020-01-22","Eastern",21130527,7,3,3,54,3,"Male",2,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"False","False","False","True","False","False","False",1,"False","False","False","True","False","False","False",2,2,2,1,"1","False","True","False","False","False",1,"1",1,"n/a","1","1",3,"0.6","20",2,7,1,"2","1",1,"5","5","1","3","2","2","8","7","3","10","7","4","35","30","5","14","14","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,3,1,"2","1",2,"n/a",4.5,"12","1","False","False","True","False","False","False","False","False","False","False","60","30","1","True","False","False","False","True","False","True","2","2","2","2","1",2,2,"n/a","1","False","False","False","True","False","False","False","False","False","False","2","1",1,"1","4.5","2","2","1","1","1","2","1",1,"2","5","2","2","2","1","1","2","1",1,3,3,2,7,2,1,1,1,1,1,2,4,4,4,4,4,4,3,10,3,4,4,2,2,2,2,2,10,3,2,3,3,2,1,1,"1","2016-05-01","1","True","False","False","False","False","False","False","False","False","1",1
