"district","subcounty","X.1","X","information","deliberation","district_baraza","month","year","date","region","hhid","baraza.A4","baraza.A4.1","baraza.A4.2","baraza.A5","baraza.A5.1","baraza.gender","baraza.A6","baraza.roof","baraza.wall","baraza.B1","baraza.B1.2.1","baraza.B1.2.2","baraza.B1.2.3","baraza.B1.2.4","baraza.B1.2.5","baraza.B1.2.6","baraza.B1.2.96","baraza.B1.5","baraza.B1.6.1","baraza.B1.6.2","baraza.B1.6.3","baraza.B1.6.4","baraza.B1.6.5","baraza.B1.6.6","baraza.B1.6.7","baraza.B1.6.96","baraza.B1.9","baraza.B1.10.1","baraza.B1.10.2","baraza.B1.10.3","baraza.B1.10.4","baraza.B1.10.5","baraza.B1.10.6","baraza.B1.10.96","baraza.B1.13","baraza.B1.14.1","baraza.B1.14.2","baraza.B1.14.3","baraza.B1.14.4","baraza.B1.14.5","baraza.B1.14.6","baraza.B1.14.96","baraza.B2","baraza.B3","baraza.B3.3","baraza.B3.4","baraza.B3.5","baraza.B3.20.1","baraza.B3.20.2","baraza.B3.20.3","baraza.B3.20.98","baraza.B3.20.96","baraza.B4","baraza.B4.1","baraza.B5","baraza.B5.1","baraza.B5.2","baraza.B5.3","baraza.C1","baraza.C1.2","baraza.C1.3","baraza.C1.4","baraza.C2.1","baraza.C2.3","baraza.C2.4","baraza.C2.5","baraza.D1","baraza.D1b","baraza.labour_count","baraza.labour.1..name_number","baraza.labour.1..D1.2","baraza.labour.1..D1.3","baraza.labour.2..name_number","baraza.labour.2..D1.2","baraza.labour.2..D1.3","baraza.labour.3..name_number","baraza.labour.3..D1.2","baraza.labour.3..D1.3","baraza.labour.4..name_number","baraza.labour.4..D1.2","baraza.labour.4..D1.3","baraza.labour.5..name_number","baraza.labour.5..D1.2","baraza.labour.5..D1.3","baraza.labour.6..name_number","baraza.labour.6..D1.2","baraza.labour.6..D1.3","baraza.labour.7..name_number","baraza.labour.7..D1.2","baraza.labour.7..D1.3","baraza.labour.8..name_number","baraza.labour.8..D1.2","baraza.labour.8..D1.3","baraza.labour.9..name_number","baraza.labour.9..D1.2","baraza.labour.9..D1.3","baraza.labour.10..name_number","baraza.labour.10..D1.2","baraza.labour.10..D1.3","baraza.labour.11..name_number","baraza.labour.11..D1.2","baraza.labour.11..D1.3","baraza.labour.12..name_number","baraza.labour.12..D1.2","baraza.labour.12..D1.3","baraza.labour.13..name_number","baraza.labour.13..D1.2","baraza.labour.13..D1.3","baraza.labour.14..name_number","baraza.labour.14..D1.2","baraza.labour.14..D1.3","baraza.labour.15..name_number","baraza.labour.15..D1.2","baraza.labour.15..D1.3","baraza.D2","baraza.D2.4","baraza.D3","baraza.D3.1","baraza.D3.3","baraza.D4","baraza.D4.1","baraza.D4.2","baraza.D4.3","baraza.D4.4","baraza.D4.5.1","baraza.D4.5.2","baraza.D4.5.3","baraza.D4.5.4","baraza.D4.5.5","baraza.D4.5.6","baraza.D4.5.7","baraza.D4.5.8","baraza.D4.5.98","baraza.D4.5.96","baraza.D4.6","baraza.D4.7","baraza.D4.8","baraza.D4.9.1","baraza.D4.9.2","baraza.D4.9.3","baraza.D4.9.4","baraza.D4.9.5","baraza.D4.9.6","baraza.D4.9.96","baraza.D4.10","baraza.D4.11","baraza.D4.12","baraza.D4.13","baraza.D4.14","baraza.D6","baraza.D7","baraza.D7.1","baraza.D8.1","baraza.D8.2.0","baraza.D8.2.1","baraza.D8.2.2","baraza.D8.2.3","baraza.D8.2.4","baraza.D8.2.5","baraza.D8.2.6","baraza.D8.2.7","baraza.D8.2.8","baraza.D8.2.96","baraza.D8.5","baraza.D8.6","baraza.E1","baraza.E1.1","baraza.E1.2","baraza.E1.4","baraza.E1.5","baraza.E1.6","baraza.E1.9","baraza.E1.10","baraza.E1.13","baraza.E1.18","baraza.E2","baraza.E2.1","baraza.E2.2","baraza.E2.4","baraza.E2.5","baraza.E2.6","baraza.E2.9","baraza.E2.10","baraza.E2.13","baraza.E2.18","baraza.F1","baraza.F1.1","baraza.F1.2","baraza.F1.3","baraza.F1.4","baraza.F1.5","baraza.part.F2","baraza.part.F2.1","baraza.part.F2.2","baraza.part.F2.3","baraza.part.F2.4","baraza.part.F2.5","baraza.begin_group_mzgcSBByd.G1","baraza.begin_group_mzgcSBByd.G1.1","baraza.begin_group_mzgcSBByd.G1.2","baraza.begin_group_mzgcSBByd.G1.3","baraza.begin_group_mzgcSBByd.G1.4","baraza.begin_group_mzgcSBByd.G1.5","baraza.priority","baraza.H1","baraza.H2","baraza.H3","baraza.H4","baraza.H5","baraza.H6","baraza.H7","baraza.H8","baraza.H9","baraza.H10","baraza.H11","baraza.H11b","baraza.H12","baraza.H13","baraza.H14","baraza.J1","baraza.J2","baraza.J3","baraza.J4","baraza.J5","baraza.J6.1","baraza.J6.2","baraza.J6.3","baraza.J6.4","baraza.J6.5","baraza.J6.6","baraza.J6.7","baraza.J6.8","baraza.J6.96","baraza.J8","baraza.visits"
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080334,10,0,3,70,9,"Male",2.5,2,1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"True","False","False","False","False","False","False","False",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,1,"2","False","False","True","False","False",2,"n/a",2,"2","2","2",11,"3","1",3,7,2,"n/a","n/a",1,"6","6","1","14","14","2","21","21","3","7","5","4","4","4","5","5","5","6","7","7","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,5,1,"2","2",4,"n/a",15,"2","1","False","False","False","False","False","False","True","False","False","False","180","20","1","True","False","True","True","True","False","False","2","1","n/a","2","98",1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"1","1","1","2","1","1","1","2","98",1,"5","1","1","1","1","1","1","2","98",1,3,7,2,7,7,1,1,1,1,1,1,4,4,4,4,4,1,2,8,8,2,6,7,6,4,4,6,7,3,2,3,9,9,1,1,"2","n/a","n/a","False","False","False","True","False","False","False","False","False","n/a",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080330,3,0,1,65,4,"Male",0,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"True","False","False","False","True","False","False","False",1,"False","False","False","True","False","False","False",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,1,2,1,"2","False","False","True","False","False",1,"1",3,"2","1","1",1,"n/a","n/a",2,7,1,"1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,4,1,"1","2",3,"n/a",0.25,"1","1","False","False","False","False","False","False","True","False","False","False","30","15","1","True","True","True","True","True","True","False","2","1","n/a","2","1",1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,5,7,3,7,7,1,1,1,1,1,1,2,4,4,2,4,1,5,1,7,3,2,2,3,7,8,8,2,1,1,2,8,9,1,1,"1","2015-08-01","1","True","True","False","False","False","False","True","False","False","0.25",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080307,5,2,3,40,2,"Female",0.3,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,1,"2","False","False","True","False","False",2,"n/a",2,"2","2","2",6,"1","6",3,1,2,"n/a","n/a",1,"2","2","1","7","6","2","16","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,5,2,"n/a","n/a",4,"n/a",3,"7","1","False","False","False","False","True","False","True","False","False","False","120","10","2","True","False","True","True","True","False","False","2","2","1","3","98",2,2,"n/a","1","False","False","False","False","False","True","False","False","False","False","1","2",1,"1","1","2","2","2","1","1","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,7,7,7,7,7,1,1,1,1,1,1,2,4,4,4,4,4,5,6,4,3,8,7,6,7,8,8,8,8,6,8,7,8,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080303,6,2,3,31,5,"Male",2.5,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,1,"2","False","False","True","False","False",2,"n/a",2,"0.5","2","2",6,"0.5","30",2,7,2,"n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,5,1,"2","2",4,"n/a",3,"5","1","False","False","False","False","True","False","False","False","False","False","30","5","1","True","False","True","True","True","False","False","2","2","1","3","98",2,1,"5","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","2",1,"1","2","1","2","1","1","1","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,7,7,7,7,7,1,1,1,1,1,1,2,4,4,4,4,4,3,5,3,4,8,3,7,7,5,5,5,6,6,7,6,6,1,1,"1","2019-06-01","2","False","False","False","True","False","False","False","False","False","n/a",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080322,10,1,5,40,2,"Male",1,2,1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,2,"n/a","False","False","False","True","False",2,"n/a",7,"n/a","n/a","n/a",2,"0.2","5",2,7,98,"n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,5,98,"n/a","n/a",4,"n/a",0.5,"1","1","False","True","True","False","False","False","False","True","False","False","30","30","1","True","False","False","False","True","False","True","1","2","1","3","98",2,2,"n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","2",1,"2","10","2","2","1","2","98","n/a","98",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,7,7,7,7,7,1,1,1,1,1,1,4,4,4,4,4,4,4,10,9,3,9,4,6,3,9,7,4,9,3,10,10,10,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080311,7,2,5,59,9,"Male",0,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,2,"n/a","False","False","False","True","False",2,"n/a",7,"n/a","n/a","n/a",1,"n/a","n/a",2,1,2,"n/a","n/a",1,"1","1","1","30","30","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,5,98,"n/a","n/a",4,"n/a",0.4,"5","1","False","False","False","False","False","False","True","False","False","False","240","30","1","True","True","True","True","True","False","True","2","1","n/a","2","1",2,1,"5","1","False","False","False","False","False","True","False","False","False","False","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,1,7,3,7,7,1,1,1,1,1,1,2,4,4,4,4,1,2,6,4,1,7,6,2,1,4,5,7,5,5,7,5,5,1,1,"1","2019-09-01","2","False","True","False","False","False","False","False","False","False","n/a",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080319,14,2,5,62,9,"Male",0,2,2,1,"False","False","False","True","False","False","False",1,"False","False","False","False","True","False","False","False",1,"False","False","False","True","False","False","False",1,"False","False","False","True","False","False","False",1,1,1,1,"2","False","False","True","False","False",2,"n/a",1,"n/a","2","2",1,"n/a","n/a",2,1,2,"n/a","n/a",1,"3","3","1","180","180","2","10","10","3","90","90","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,6,1,"2","2",4,"n/a",1,"8","1","False","False","False","False","False","False","False","True","False","False","30","8","1","True","True","True","True","True","False","True","1","1","n/a","2","98",1,2,"n/a","1","False","False","False","False","False","False","True","False","False","False","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,3,5,3,7,7,1,2,2,2,2,2,2,4,4,4,4,1,1,6,6,6,7,3,2,1,2,7,1,5,5,7,3,5,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080302,15,3,5,45,2,"Female",0.2,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,1,"2","False","False","True","False","False",2,"n/a",1,"n/a","2","2",6,"0.5","2",2,7,2,"n/a","n/a",1,"3","3","1","15","6","2","15","9","3","14","8","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,6,2,"n/a","n/a",4,"n/a",6,"2","1","False","False","False","False","True","False","False","False","False","False","120","10","1","True","False","True","True","True","False","False","2","1","n/a","2","98",2,1,"5","1","False","False","False","False","False","False","True","False","False","False","1","1",1,"3","2","1","2","1","1","1","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,7,7,7,7,7,1,1,1,1,1,1,2,4,4,1,4,4,3,4,4,7,8,6,8,8,7,6,7,7,7,5,7,7,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080333,5,2,1,51,2,"Male",0,2,1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,2,2,1,"2","False","True","False","False","False",2,"n/a",2,"2.5","2","2",6,"0.8","60",1,7,1,"2","1",1,"4","4","1","7","7","2","60","60","3","365","365","4","180","30","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,5,1,"2","1",4,"n/a",3,"30","1","False","False","False","False","False","False","True","False","False","False","120","60","1","False","True","True","False","True","False","False","2","1","n/a","3","98",2,2,"n/a","1","False","False","False","False","False","True","False","False","False","False","1","1",1,"2","0.8","1","2","1","1","1","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,1,7,2,7,2,1,1,1,1,1,1,3,4,4,3,4,4,1,7,2,3,8,9,4,3,2,9,1,5,5,10,8,5,1,1,"1","2019-05-01","1","False","False","False","True","False","False","False","False","False","3",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080332,6,2,3,50,2,"Male",0,2,1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,1,"1","True","False","False","False","False",2,"n/a",7,"n/a","n/a","n/a",6,"1","70",1,7,1,"2","1",1,"2","2","1","180","180","2","60","30","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,5,1,"2","1",4,"n/a",2.5,"3","1","False","False","False","False","False","False","True","False","False","False","60","30","2","False","True","False","False","True","False","False","2","1","n/a","2","1",2,1,"5","1","False","False","False","False","False","True","False","False","False","False","1","1",1,"2","1","2","2","1","1","1","2","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,7,7,7,7,3,1,1,1,1,1,1,4,4,4,1,4,4,1,2,2,4,9,9,7,2,4,8,2,5,5,9,8,8,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080338,6,2,2,35,3,"Male",3,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"False","False","False","True","False","False","False",1,"False","False","False","True","False","False","False",2,2,2,1,"2","False","False","False","True","False",2,"n/a",2,"2","2","2",11,"3","1",4,7,2,"n/a","n/a",1,"2","2","1","3","3","2","5","5","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,5,1,"2","1",4,"n/a",3,"4","1","False","False","False","False","False","False","True","False","False","False","300","15","2","True","False","False","False","True","False","False","2","1","n/a","2","98",1,1,"5","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","2",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,4,7,3,7,7,1,1,1,1,1,1,4,4,4,1,4,3,5,10,10,3,5,1,1,3,4,8,7,5,4,3,10,10,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080342,9,2,3,40,7,"Male",1,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"True","False","False","False","False","False","False","False",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,2,2,"n/a","False","False","False","True","False",2,"n/a",3,"4","2","2",6,"1","30",1,1,1,"2","2",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,5,2,"n/a","n/a",4,"n/a",4,"4","1","False","False","False","False","False","False","True","False","False","False","300","30","1","True","True","False","False","True","False","False","1","1","n/a","1","1",2,1,"5","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,7,7,3,7,7,1,2,1,1,1,2,1,4,1,1,4,4,3,7,7,8,7,3,7,2,7,8,3,2,2,8,8,8,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080316,11,0,5,57,8,"Male",0,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,1,1,"2","False","False","True","False","False",2,"n/a",2,"0.5","2","2",1,"n/a","n/a",2,1,2,"n/a","n/a",1,"1","1","1","350","350","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,5,1,"2","2",4,"n/a",1,"10","1","False","False","False","False","False","False","False","True","False","False","60","10","1","False","False","True","True","False","False","True","1","1","n/a","2","1",2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,2,2,3,7,7,1,2,2,2,2,2,4,4,4,4,4,1,5,7,3,2,6,2,1,1,2,9,1,5,2,7,7,5,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080340,12,0,3,54,9,"Male",3,2,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"False","False","False","True","False","False","False",1,2,2,1,"1","False","True","False","False","False",1,"2",1,"n/a","2","2",1,"n/a","n/a",2,1,1,"1","1",1,"4","4","1","7","7","2","14","14","3","5","5","4","14","14","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,5,1,"2","1",4,"n/a",3,"12","1","False","False","False","False","False","False","True","False","False","False","240","15","2","True","True","True","True","False","False","False","2","1","n/a","3","1",1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,2,3,3,4,2,1,1,1,1,1,1,2,4,2,2,4,3,3,8,9,4,7,5,5,3,7,9,7,5,5,9,9,10,1,1,"1","2019-11-01","1","False","False","False","True","False","False","False","False","False","3",1
"BUNDIBUGYO","BUNDIBUGYO_TC",50,55,0,1,0,7,2017,"2020-01-23","Western",41080323,9,4,7,33,5,"Male",0.5,2,2,1,"False","False","False","True","False","False","False",1,"False","False","False","False","True","False","False","False",1,"False","False","False","True","False","False","False",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,1,1,"98","False","False","True","False","False",1,"1",1,"n/a","2","2",1,"n/a","n/a",4,1,1,"1","1",1,"5","5","1","14","0","2","17","0","3","30","20","4","7","5","5","33","14","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,5,1,"1","1",4,"n/a",1.5,"1","1","False","False","False","False","False","False","False","True","False","False","10","10","1","True","True","False","False","True","False","False","2","1","n/a","2","1",2,2,"n/a","1","False","False","False","False","False","True","False","False","False","False","1","1",1,"3","1.5","1","98","1","1","1","1","1",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,1,7,7,7,7,1,1,1,1,1,1,4,4,4,4,4,4,2,3,10,9,2,2,2,3,10,10,8,2,2,3,9,2,1,1,"1","2019-05-01","1","True","True","False","False","False","False","False","False","False","5",1
